	keyword	name	page_url	page_fan	page_id			
1040	니가 웃으면 나도 좋아 	니가 웃으면 나도 좋아	https://www.facebook.com/youfunhappy/	668827	2.0743E+14	Community		니가 웃으면 나도 좋아?SOUTH KOREA
1041	노래 쫌 아나? 	노래 쫌 아나?	https://www.facebook.com/songana14/	651844	8.89053E+14	Community		노래 쫌 아나??SOUTH KOREA
1042	Dingo Life (딩고 라이프) 	Dingo Life (딩고 라이프)	https://www.facebook.com/dingo.life/	646863	6.93227E+14	Community		Dingo Life (딩고 라이프)?SOUTH KOREA
1043	너무 웃겨서 눈물 날 지경입니다 	너무 웃겨서 눈물 날 지경입니다	https://www.facebook.com/hahaha99990/	619879	4.67343E+14	Community		너무 웃겨서 눈물 날 지경입니다?SOUTH KOREA
1044	식즐 - 식탐의 즐거움 	식즐 - 식탐의 즐거움	https://www.facebook.com/foodkin/	619822	1.39273E+15	Community		식즐 - 식탐의 즐거움?SOUTH KOREA
1045	연애의 모든 것 	연애의 모든 것	https://www.facebook.com/allthatdate/	610531	3.27293E+14	Community		연애의 모든 것?SOUTH KOREA
1046	열정에 기름붓기 	열정에 기름붓기	https://www.facebook.com/passionoil/	615863	6.21567E+14	Community		열정에 기름붓기?SOUTH KOREA
1047	맛집특공대 	맛집특공대	https://www.facebook.com/ab336699/	622910	7.06241E+14	Community		맛집특공대?SOUTH KOREA
1048	짧고 굵은 동영상 	짧고 굵은 동영상	https://www.facebook.com/sssvideo/	592946	6.12921E+14	Community		짧고 굵은 동영상?SOUTH KOREA
1049	오버워치 	오버워치	https://www.facebook.com/OverwatchKR/	3245976	1.54334E+15	Community		오버워치?SOUTH KOREA
1050	지금 먹으러 갑니다 	지금 먹으러 갑니다	https://www.facebook.com/goeatnow/	602420	1.47245E+15	Community		지금 먹으러 갑니다?SOUTH KOREA
1051	실제사건 	실제사건	https://www.facebook.com/실제사건-1572338953037908/	575196	1.57234E+15	Community		실제사건?SOUTH KOREA
1052	메가박스(MEGABOX) 	메가박스(MEGABOX)	https://www.facebook.com/megaboxon/	547792	2.16048E+14	Community		메가박스(MEGABOX)?SOUTH KOREA
1053	디즈컬 - Dizcul 	디즈컬 - Dizcul	https://www.facebook.com/dizcul/	686122	5.98401E+14	Community		디즈컬 - Dizcul?SOUTH KOREA
1054	In 서울 맛집투어 	In 서울 맛집투어	https://www.facebook.com/inseoulo/	547333	2.96026E+14	Community		In 서울 맛집투어?SOUTH KOREA
1055	힘콩의재미어트 	힘콩의재미어트	https://www.facebook.com/himkong.jamiert/	523556	5.12289E+14	Community		힘콩의재미어트?SOUTH KOREA
1056	인사이트 패션 	인사이트 패션	https://www.facebook.com/insight.co.kr.fashion/	1083162	8.60919E+14	Community		인사이트 패션?SOUTH KOREA
1057	만원으로 할 수 있는 모든 것 	만원으로 할 수 있는 모든 것	https://www.facebook.com/10000thing/	504803	2.62889E+14	Community		만원으로 할 수 있는 모든 것?SOUTH KOREA
1058	도기도기 	도기도기	https://www.facebook.com/hidoggydoggy/	533174	1.47088E+14	Community		도기도기?SOUTH KOREA
1059	STUDIO ONSTYLE (스튜디오 온스타일) 	STUDIO ONSTYLE (스튜디오 온스타일)	https://www.facebook.com/onstyletv/	648685	2.60848E+14	Community		STUDIO ONSTYLE (스튜디오 온스타일)?SOUTH KOREA
1060	아이돌 매거진 	아이돌 매거진	https://www.facebook.com/magazineidol/	513444	4.04933E+14	Community		아이돌 매거진?SOUTH KOREA
1061	LovePropose 	LovePropose	https://www.facebook.com/LovePropose.me/	871398	3.64957E+14	Community		LovePropose?SOUTH KOREA
1062	피아노 치는 남자들 	피아노 치는 남자들	https://www.facebook.com/thankspinaoman/	495869	1.43596E+15	Community		피아노 치는 남자들?SOUTH KOREA
1063	Famous Movie Video 	Famous Movie Video	https://www.facebook.com/moviebangwool/	533491	1.17353E+14	Community		Famous Movie Video?SOUTH KOREA
1064	리뷰왕 김리뷰 	리뷰왕 김리뷰	https://www.facebook.com/ReviewKim/	479659	6.34454E+14	Community		리뷰왕 김리뷰?SOUTH KOREA
1065	안구정화 몸매들 	안구정화 몸매들	https://www.facebook.com/bodycorea/	499516	2.28479E+14	Community		안구정화 몸매들?SOUTH KOREA
1066	웃고가자 	웃고가자	https://www.facebook.com/smileagain166/	468540	4.83102E+14	Community		웃고가자?
1067	롤큐 	롤큐	https://www.facebook.com/lolqueue/	466834	3.45697E+14	Community		롤큐?SOUTH KOREA
1068	오즈 트래블 - 여행의 신 	오즈 트래블 - 여행의 신	https://www.facebook.com/oz.travel.god/	469839	1.09579E+15	Community		오즈 트래블 - 여행의 신?SOUTH KOREA
1069	소름 	일반인들의 소름돋는 라이브	https://www.facebook.com/LiveMakeus/	3140272	1.74321E+14	Community		소름?SOUTH KOREA
1070	??? 	???	https://www.facebook.com/hefty.kr/	463857	4.22155E+14	Community		????SOUTH KOREA
1071	오늘의집 	오늘의집	https://www.facebook.com/interiortoday/	446187	3.8554E+14	Community		오늘의집?SOUTH KOREA
1072	아디다스 오리지널스 매니아 	아디다스 오리지널스 매니아	https://www.facebook.com/originalsmania/	439769	2.77237E+14	Community		아디다스 오리지널스 매니아?SOUTH KOREA
1073	파우더룸(powderroom) 	파우더룸(powderroom)	https://www.facebook.com/powderroom.kr/	447014	1.70891E+14	Community		파우더룸(powderroom)?SOUTH KOREA
1074	긍정의 한줄 	긍정의 한줄	https://www.facebook.com/saying.kr/	439696	6.22733E+14	Community		긍정의 한줄?SOUTH KOREA
1075	10년째 연애중 	10년째 연애중	https://www.facebook.com/10yearRomance/	434504	1.53946E+15	Community		10년째 연애중?SOUTH KOREA
1076	Good Music 	Good Music	https://www.facebook.com/Good-Music-129442657238967/	440244	1.29443E+14	Community		Good Music?SOUTH KOREA
1077	야놀자 	야놀자	https://www.facebook.com/yanolja/	425571	1.37936E+14	Community		야놀자?SOUTH KOREA
1078	OP.GG 	OP.GG	https://www.facebook.com/lolopgg/	496533	4.70757E+14	Community		OP.GG?SOUTH KOREA
1079	세상에서 가장 맛있는 맛집 	세상에서 가장 맛있는 맛집	https://www.facebook.com/sesangMat/	423235	5.21949E+14	Community		세상에서 가장 맛있는 맛집?SOUTH KOREA
1080	뉴스뱅 - NewsBang 	뉴스뱅 - NewsBang	https://www.facebook.com/newsbangkor/	423549	1.31737E+14	Community		뉴스뱅 - NewsBang?SOUTH KOREA
1081	디너의여왕 	디너의여왕	https://www.facebook.com/dinnersqueen/	414771	8.5116E+14	Community		디너의여왕?SOUTH KOREA
1082	좋은글봇 	좋은글봇	https://www.facebook.com/bot.goodwriting/	416629	2.45661E+14	Community		좋은글봇?SOUTH KOREA
1083	"유럽, 어디까지 가봤니? "	"유럽, 어디까지 가봤니?"	https://www.facebook.com/eudiny2014/	424601	1.42675E+15	Community		"유럽, 어디까지 가봤니??SOUTH KOREA"
1084	꿀팁 	꿀팁 저장소	https://www.facebook.com/dripstorage/	831345	1.38485E+15	Community		꿀팁?SOUTH KOREA
1085	무신사 	무신사	https://www.facebook.com/musinsa/	416992	1.19546E+14	Community		무신사?SOUTH KOREA
1086	일반인들의 소름돋는 후기 	일반인들의 소름돋는 후기	https://www.facebook.com/일반인들의-소름돋는-후기-1605716799650743/	400233	1.60572E+15	Community		일반인들의 소름돋는 후기?GLOBAL
1087	데이트할까? 	데이트할까?	https://www.facebook.com/traveleader/	396452	1.65909E+15	Community		데이트할까??SOUTH KOREA
1088	Lifeplus (라이프플러스) 	Lifeplus (라이프플러스)	https://www.facebook.com/lifeplus.h/	390036	1.02247E+15	Community		Lifeplus (라이프플러스)?SOUTH KOREA
1089	유머 박스 	유머 박스	https://www.facebook.com/sonson5823/	402310	4.29661E+14	Community		유머 박스?GLOBAL
1090	Boo 	Boo	https://www.facebook.com/MonstersIncBoo/	21418899	1.32181E+11	Community		Boo?GLOBAL
1091	신비한 요리사전 	신비한 요리사전	https://www.facebook.com/cookatkitchen/	452279	4.74124E+14	Community		신비한 요리사전?SOUTH KOREA
1092	영화천국 	영화천국	https://www.facebook.com/fa.m0vie/	436895	4.44253E+14	Community		영화천국?SOUTH KOREA
1093	스펙업(Specup) 	스펙업(Specup)	https://www.facebook.com/specupcafe/	382145	1.22428E+14	Community		스펙업(Specup)?SOUTH KOREA
1094	신발덕후 	신발덕후	https://www.facebook.com/sinbaldukku/	370416	4.85689E+14	Community		신발덕후?SOUTH KOREA
1095	BeautySketch 	BeautySketch	https://www.facebook.com/beautysketch/	639430	6.76444E+14	Community		BeautySketch?SOUTH KOREA
1096	Mnet 프로듀스101(PRODUCE 101) X M2 	Mnet 프로듀스101(PRODUCE 101) X M2	https://www.facebook.com/produce101/	664724	2.04047E+14	Community		Mnet 프로듀스101(PRODUCE 101) X M2?SOUTH KOREA
1097	아이돌 연구소 	아이돌 연구소	https://www.facebook.com/idolissue/	427646	9.89957E+14	Community		아이돌 연구소?SOUTH KOREA
1098	데이트코스 	데이트코스	https://www.facebook.com/datecourse1/	362344	6.1726E+14	Community		데이트코스?SOUTH KOREA
1099	어서오개 	어서오개	https://www.facebook.com/comeAAA/	366258	5.3129E+14	Community		어서오개?SOUTH KOREA
1100	여자들이 즐거운 공간 	여자들이 즐거운 공간	https://www.facebook.com/girlhappyspace/	369779	3.64162E+14	Community		여자들이 즐거운 공간?SOUTH KOREA
1101	instiz.net 	instiz.net	https://www.facebook.com/instiz/	397914	1.62969E+14	Community		instiz.net?SOUTH KOREA
1102	Best Video 	Best Video You Will Ever See	https://www.facebook.com/garytvcom/	6367239	1.69905E+14	Community		Best Video?SOUTH KOREA
1103	인생공부 	인생공부	https://www.facebook.com/인생공부-1927599617465292/	369165	1.9276E+15	Community		인생공부?SOUTH KOREA
1104	자취해요 	자취해요	https://www.facebook.com/naholo.co.kr/	358688	1.46345E+15	Community		자취해요?SOUTH KOREA
1105	핑크 인스타그램 	핑크 인스타그램	https://www.facebook.com/AllAboutApink/	397249	1.52241E+14	Community		핑크 인스타그램?SOUTH KOREA
1106	HIP-ZIP	HIP-ZIP	https://www.facebook.com/HIPHOPZIP/	355087	5.68113E+14	Community		HIP-ZIP?JAPAN
1107	스브스뉴스 	스브스뉴스	https://www.facebook.com/subusunews/	376807	1.03968E+15	Community		스브스뉴스?SOUTH KOREA
1108	편한식사 	편한식사	https://www.facebook.com/easySICSA/	363766	5.83228E+14	Community		편한식사?SOUTH KOREA
1109	유머모음 	유머모음	https://www.facebook.com/humormoeum2/	357981	8.81491E+14	Community		유머모음?SOUTH KOREA
1110	음식 좀 하는데? 	음식 좀 하는데?	https://www.facebook.com/foodmakings/	348329	6.93362E+14	Community		음식 좀 하는데??SOUTH KOREA
1111	맛집정보특공대 	맛집정보특공대	https://www.facebook.com/bestgreedfood/	356496	8.88081E+14	Community		맛집정보특공대?SOUTH KOREA
1112	페북에 없는 레어템 	페북에 없는 레어템	https://www.facebook.com/youbeach7777/	336854	5.61843E+14	Community		페북에 없는 레어템?SOUTH KOREA
1113	팡캐스트 	팡캐스트	https://www.facebook.com/pangcastcom/	333987	4.39197E+14	Community		팡캐스트?GLOBAL
1114	벚꽃이 진다고 그대를 잊은적 없다 	벚꽃이 진다고 그대를 잊은적 없다	https://www.facebook.com/jhjc0719/	340297	3.81248E+14	Community		벚꽃이 진다고 그대를 잊은적 없다?SOUTH KOREA
1115	감히 나를 설레이게 하는 누나들 	감히 나를 설레이게 하는 누나들	https://www.facebook.com/gamhinunanuna1/	335073	2.34818E+14	Community		감히 나를 설레이게 하는 누나들?SOUTH KOREA
1116	여대생의 정석 	여대생의 정석	https://www.facebook.com/showmetheman/	347524	1.79655E+14	Community		여대생의 정석?SOUTH KOREA
1117	일진학생들	일진학생들	https://www.facebook.com/top1school/	328433	6.05198E+14	Community		일진학생들?SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS
1118	함께 웃어요 	함께 웃어요	https://www.facebook.com/LaughingTogether/	357707	2.78964E+14	Community		함께 웃어요?SOUTH KOREA
1119	먹방돼지 	먹방돼지	https://www.facebook.com/yamiyamipig/	367220	4.73486E+14	Community		먹방돼지?GLOBAL
1120	광고의 모든것 	광고의 모든것	https://www.facebook.com/AllaboutAD/	355155	2.33383E+14	Community		광고의 모든것?SOUTH KOREA
1121	싸움구경 사건사고 	싸움구경 사건사고	https://www.facebook.com/whtchfight/	310957	1.34344E+14	Community		싸움구경 사건사고?GLOBAL
1122	하우스 	ShareHows	https://www.facebook.com/ShareHows.KR/	1698154	2.78207E+14	Community		하우스?SOUTH KOREA
1123	먹방페북 	먹방페북	https://www.facebook.com/mukbanglove/	316757	4.73094E+14	Community		먹방페북?SOUTH KOREA
1124	만원의 행복 	만원의 행복	https://www.facebook.com/만원의-행복-738463622905347/	303080	7.38464E+14	Community		만원의 행복?SOUTH KOREA
1125	학교축제 레전드 	학교축제 레전드	https://www.facebook.com/schoolcorea/	298589	2.69572E+14	Community		학교축제 레전드?SOUTH KOREA
1126	서울맛집 	Pie In The Sky	https://www.facebook.com/chimjiljil/	582996	5.77156E+14	Community		서울맛집?SOUTH KOREA
1127	맛집의 모든 것 	맛집의 모든 것	https://www.facebook.com/allaboutmatjjip/	312708	1.662E+15	Community		맛집의 모든 것?SOUTH KOREA
1128	Ohmynews 	Ohmynews	https://www.facebook.com/OhmyNewsKorea/	314289	1.67079E+14	Community		Ohmynews?SOUTH KOREA
1129	책벌레 	책벌레	https://www.facebook.com/bookworm.kr/	311817	1.12151E+14	Community		책벌레?SOUTH KOREA
1130	우리는 자게이다 	우리는 자게이다	https://www.facebook.com/jageida/	296507	3.49142E+14	Community		우리는 자게이다?SOUTH KOREA
1131	썸의 정석 	길 하나 사이 - 썸(some)의 정석	https://www.facebook.com/Gil.Hana.Sai/	869475	2.70987E+14	Community		썸의 정석?SOUTH KOREA
1132	저 옷 사줘 	저 옷 사줘	https://www.facebook.com/herohjstyle/	277471	1.43829E+15	Community		저 옷 사줘?SOUTH KOREA
1133	그냥 웃지요 	그냥 웃지요	https://www.facebook.com/PhotoLOL/	299112	2.05725E+14	Community		그냥 웃지요?SOUTH KOREA
1134	이렇게 이쁜건 처음이야 	이렇게 이쁜건 처음이야	https://www.facebook.com/view66/	279443	2.82559E+14	Community		이렇게 이쁜건 처음이야?SOUTH KOREA
1135	유머사이 	유머사이	https://www.facebook.com/humor42/	282963	6.58287E+14	Community		유머사이?GLOBAL
1136	웃음폭탄 	웃음폭탄	https://www.facebook.com/coffee5889/	275540	1.44913E+15	Community		웃음폭탄?GLOBAL
1137	음악시간 	음악시간	https://www.facebook.com/musicclasspage/	273210	6.46813E+14	Community		음악시간?SOUTH KOREA
1138	페북의 모든 핫이슈 	페북의 모든 핫이슈	https://www.facebook.com/페북의-모든-핫이슈-1683636621895450/	795880	1.68364E+15	Community		페북의 모든 핫이슈?GLOBAL
1139	밥먹자 & 잘놀자 	밥먹자 & 잘놀자	https://www.facebook.com/foodplayGo/	270869	1.44446E+15	Community		밥먹자 & 잘놀자?SOUTH KOREA
1140	하루에 한줄 	하루에 한줄	https://www.facebook.com/haruhanjul/	272356	6.22728E+14	Community		하루에 한줄?SOUTH KOREA
1141	GiveMeSport 	GiveMeSport	https://www.facebook.com/GiveMeSport/	26294192	5.6676E+14	Community		GiveMeSport?GLOBAL
1142	"여긴 모를껄? - 여행가서 먹고, 자고 "	"여긴 모를껄? - 여행가서 먹고, 자고"	https://www.facebook.com/yeomo1/	271570	1.49161E+15	Community		"여긴 모를껄? - 여행가서 먹고, 자고?SOUTH KOREA"
1143	뷰티레시피 	뷰티레시피	https://www.facebook.com/beautyrecipekorea/	517524	1.01001E+15	Community		뷰티레시피?SOUTH KOREA
1144	남자기때문에 	남자기때문에	https://www.facebook.com/cuzofman/	259013	4.15438E+14	Community		남자기때문에?SOUTH KOREA
1145	아내의 식탁 	아내의 식탁	https://www.facebook.com/wifetable/	280632	8.82651E+14	Community		아내의 식탁?SOUTH KOREA
1146	푹TV - pooq 	푹TV - pooq	https://www.facebook.com/pooqtv/	467023	1.47049E+15	Community		푹TV - pooq?SOUTH KOREA
1147	스포츠 마니아 일루모여 	스포츠 마니아 일루모여	https://www.facebook.com/sportssmile/	245693	5.30984E+14	Community		스포츠 마니아 일루모여?SOUTH KOREA
1148	ㅋㅋㅋㅋㅋ 	ㅋㅋㅋㅋㅋ	https://www.facebook.com/zzzzzpage/	232704	4.73981E+14	Community		ㅋㅋㅋㅋㅋ?SOUTH KOREA
1149	맛집뉴스 	맛집뉴스	https://www.facebook.com/tastynews1/	245350	8.19186E+14	Community		맛집뉴스?SOUTH KOREA
1150	술을 싫어하는 사람들의 모임 	술을 싫어하는 사람들의 모임	https://www.facebook.com/sulnono/	225084	1.41415E+15	Community		술을 싫어하는 사람들의 모임?GLOBAL
1151	거인의 서재 	거인의 서재	https://www.facebook.com/gshoulder.kr/	234484	1.59255E+14	Community		거인의 서재?SOUTH KOREA
1152	Hongdae Food 	Hongdae Food	https://www.facebook.com/hongdaefood/	230768	5.18619E+14	Community		Hongdae Food?SOUTH KOREA
1153	설빙 - Sulbing 	설빙 - Sulbing	https://www.facebook.com/sulbing/	243326	2.37516E+14	Community		설빙 - Sulbing?SOUTH KOREA
1154	자게이 	우리는 자게이다	https://www.facebook.com/jageida/	296507	3.49142E+14	Community		자게이?SOUTH KOREA
1155	Love Recipe 	Recipes From Heaven	https://www.facebook.com/WeLoveRecipesFromHeaven/	4069765	3.64593E+14	Community		Love Recipe?GLOBAL
1156	영화에 빡친 년 	영화에 빡친 년	https://www.facebook.com/bbaakk.the.girl/	199176	3.33104E+14	Community		영화에 빡친 년?SOUTH KOREA
1157	아이돌 이슈 - New 	아이돌 이슈 - New	https://www.facebook.com/idolissue2/	237192	1.70844E+15	Community		아이돌 이슈 - New?SOUTH KOREA
1158	헬스쟁이 	헬스쟁이	https://www.facebook.com/himrabbitfamily/	202671	3.45862E+14	Community		헬스쟁이?SOUTH KOREA
1159	Saramvirus 	Saramvirus	https://www.facebook.com/Saramvirus/	211261	3.61319E+14	Community		Saramvirus?SOUTH KOREA
1160	쇼핑의 모든 것 	쇼핑의 모든 것	https://www.facebook.com/allaboutshopping1/	209917	1.11833E+15	Community		쇼핑의 모든 것?SOUTH KOREA
1161	이제오냥 	이제오냥	https://www.facebook.com/comeBBB/	195323	8.48364E+14	Community		이제오냥?SOUTH KOREA
1162	PLAY 	PlayStation	https://www.facebook.com/PlayStation/	38442154	14104316802	Community		PLAY?SOUTH KOREA
1163	영화속 그장면 	영화속 그장면	https://www.facebook.com/thatscene/	189745	1.44452E+15	Community		영화속 그장면?SOUTH KOREA
1164	스포탈코리아 NORTH KOREA	NA	NA	NA	NA	Community		스포탈코리아?NORTH KOREA
1165	CJ문화재단 	CJ문화재단	https://www.facebook.com/cjazit/	233846	3.3304E+14	Community		CJ문화재단?SOUTH KOREA
1166	체인지 그라운드 	체인지 그라운드	https://www.facebook.com/changeground/	197768	8.6369E+14	Community		체인지 그라운드?SOUTH KOREA
1167	SNissue 	SNissue	https://www.facebook.com/SNissue/	210592	3.76129E+14	Community		SNissue?SOUTH KOREA
1168	인천 맛집 	인천 맛집	https://www.facebook.com/icmukbang/	184329	4.27793E+14	Community		인천 맛집?SOUTH KOREA
1169	안녕들하십니까 	안녕들하십니까	https://www.facebook.com/cantbeokay/	186907	7.95706E+14	Community		안녕들하십니까?SOUTH KOREA
1170	예쁜데? 	예쁜데?	https://www.facebook.com/yebbda.girls/	187683	5.00994E+14	Community		예쁜데??SOUTH KOREA
1171	훈남훈녀재발견 	훈남훈녀재발견	https://www.facebook.com/takeouthoon/	182661	4.00514E+14	Community		훈남훈녀재발견?SOUTH KOREA
1172	너는매일하니? 	너는매일하니?	https://www.facebook.com/castpang/	189123	1.02538E+14	Community		너는매일하니??SOUTH KOREA
1173	Hip Hop 	Worldstar Hip Hop	https://www.facebook.com/worldstarhiphop/	8595693	2.53969E+14	Community		Hip Hop?SOUTH KOREA
1174	야구친구 	야구친구	https://www.facebook.com/yaguchingu/	177379	1.55316E+14	Community		야구친구?SOUTH KOREA
1175	밥먹었서영? 	밥먹었서영?	https://www.facebook.com/bobmut3/	171902	3.62927E+14	Community		밥먹었서영??SOUTH KOREA
1176	Dok-do 	Salamat Dok	https://www.facebook.com/ABSCBNsalamatdok/	1373559	1.06628E+14	Community		Dok-do?SOUTH KOREA
1177	안희정 	안희정	https://www.facebook.com/steelroot/	168948	3.52245E+14	Community		안희정?SOUTH KOREA
1178	포스팅 언프리티 	포스팅 언프리티	https://www.facebook.com/showmeunpretty/	156676	2.43752E+14	Community		포스팅 언프리티?SOUTH KOREA
1179	개공감 	개공감	https://www.facebook.com/gaegonggam/	200901	7.61833E+14	Community		개공감?SOUTH KOREA
1180	냥덕입문 	냥덕입문	https://www.facebook.com/nyangduck/	188219	3.74716E+14	Community		냥덕입문?SOUTH KOREA
1181	청정원 	청정원	https://www.facebook.com/jungonestory/	149212	1.45149E+15	Community		청정원?SOUTH KOREA
1182	Relikeable 	Relikeable	https://www.facebook.com/relikeable/	153249	2.713E+14	Community		Relikeable?SOUTH KOREA
1183	씨리얼 C-Real 	씨리얼 C-Real	https://www.facebook.com/creal20/	148967	3.90384E+14	Community		씨리얼 C-Real?SOUTH KOREA
1184	Koreaboo Drama 	Koreaboo Drama	https://www.facebook.com/koreaboolive/	4106213	1.43491E+15	Community		Koreaboo Drama?GLOBAL
1185	벅스 	벅스	https://www.facebook.com/bugsplay/	144035	2.65536E+14	Community		벅스?SOUTH KOREA
1186	oksusu - 옥수수 	oksusu - 옥수수	https://www.facebook.com/SKoksusu/	146909	4.77038E+14	Community		oksusu - 옥수수?SOUTH KOREA
1187	Koreaboo 	Koreaboo	https://www.facebook.com/koreaboo/	7362746	2.29024E+11	Community		Koreaboo?SOUTH KOREA
1188	Flitto 	Flitto	https://www.facebook.com/flitto/	1126116	1.6142E+14	Community		Flitto?GLOBAL
1189	우유속에 프렌즈 	우유속에 프렌즈	https://www.facebook.com/maeilloveinmilk/	137402	1.8711E+14	Community		우유속에 프렌즈?SOUTH KOREA
1190	베스킨라빈스31 	베스킨라빈스31	https://www.facebook.com/베스킨라빈스31-209573202565832/	132692	2.09573E+14	Community		베스킨라빈스31?SOUTH KOREA
1191	영감 : inspiration 	영감 : inspiration	https://www.facebook.com/soinspiration/	142419	4.59454E+14	Community		영감 : inspiration?SOUTH KOREA
1192	대학의 정석 	대학의 정석	https://www.facebook.com/showmetheA/	138467	5.87968E+14	Community		대학의 정석?SOUTH KOREA
1193	Gametube 	Gametube	https://www.facebook.com/gametb/	136662	1.25159E+14	Community		Gametube?SOUTH KOREA
1194	유명블로거들이 정리한 서울맛집100선 	유명블로거들이 정리한 서울맛집100선	https://www.facebook.com/seoulunch/	134366	6.41605E+14	Community		유명블로거들이 정리한 서울맛집100선?SOUTH KOREA
1195	갓피플 - Godpeople.com 	갓피플 - Godpeople.com	https://www.facebook.com/Godpeoplecom/	147511	1.13683E+14	Community		갓피플 - Godpeople.com?SOUTH KOREA
1196	하루 5분 마케팅공부 	하루 5분 마케팅공부	https://www.facebook.com/5min.marketing/	135063	2.34521E+14	Community		하루 5분 마케팅공부?SOUTH KOREA
1197	몸짱오빠 	몸짱오빠	https://www.facebook.com/strongoppa/	128544	1.0915E+15	Community		몸짱오빠?SOUTH KOREA
1198	영화를 사랑하는 모임 	영화를 사랑하는 모임	https://www.facebook.com/MovieIsLove/	127403	4.21592E+14	Community		영화를 사랑하는 모임?SOUTH KOREA
1199	피커스 	피커스	https://www.facebook.com/PagePICKERS/	123103	1.62205E+15	Community		피커스?SOUTH KOREA
1200	자유주의 - Liberalism 	자유주의 - Liberalism	https://www.facebook.com/Liberalism2.0/	124840	3.15676E+14	Community		자유주의 - Liberalism?SOUTH KOREA
1201	리버티타임즈 	리버티타임즈	https://www.facebook.com/libertytimesmedia/	125022	4.71063E+14	Community		리버티타임즈?SOUTH KOREA
1202	기념일에 뭐해주지? 	기념일에 뭐해주지?	https://www.facebook.com/specialdayS2/	117540	2.50949E+14	Community		기념일에 뭐해주지??SOUTH KOREA
1203	tvN 부암동 복수자들 	tvN 부암동 복수자들	https://www.facebook.com/tvNavengersclub/	147934	3.26768E+14	Community		tvN 부암동 복수자들?GLOBAL
1204	Colorful inspiration 	Colorful inspiration	https://www.facebook.com/inspicolor/	122192	1.58209E+14	Community		Colorful inspiration?SOUTH KOREA
1205	Cookat 	Cookat	https://www.facebook.com/cookatTV/	4068386	1.01731E+15	Community		Cookat?GLOBAL
1206	배고플때 뭐 먹지? 	배고플때 뭐 먹지?	https://www.facebook.com/fsjia2jja/	112984	3.41976E+14	Community		배고플때 뭐 먹지??SOUTH KOREA
1207	Bliss tea 	Bliss tea	https://www.facebook.com/blissteatime/	118078	2.7781E+14	Community		Bliss tea?SOUTH KOREA
1208	한화 불꽃로드 	한화 불꽃로드	https://www.facebook.com/hanwhacsr/	110751	1.18529E+15	Community		한화 불꽃로드?SOUTH KOREA
1209	청춘스포츠 	청춘스포츠	https://www.facebook.com/ChungchunSports/	109674	1.50282E+15	Community		청춘스포츠?SOUTH KOREA
1210	공무따 - 공모전 무작정 따라하기 	공무따 - 공모전 무작정 따라하기	https://www.facebook.com/gongmo.trois/	112225	1.41703E+15	Community		공무따 - 공모전 무작정 따라하기?SOUTH KOREA
1211	오이를 싫어하는 사람들의 모임 	오이를 싫어하는 사람들의 모임	https://www.facebook.com/cucumberhaters/	109268	1.69979E+15	Community		오이를 싫어하는 사람들의 모임?SOUTH KOREA
1212	디스이즈게임 	디스이즈게임	https://www.facebook.com/thisisgamecom/	108781	1.3243E+14	Community		디스이즈게임?SOUTH KOREA
1213	후시딘 상처공감 다이어리 	후시딘 상처공감 다이어리	https://www.facebook.com/Fucidin.Diary/	109131	2.83784E+14	Community		후시딘 상처공감 다이어리?SOUTH KOREA
1214	삼성전자 반도체 	삼성전자 반도체	https://www.facebook.com/samsungsemiconstory/	108266	3.51162E+14	Community		삼성전자 반도체?SOUTH KOREA
1215	아레나옴므플러스코리아 	아레나옴므플러스코리아	https://www.facebook.com/arenakorea/	613103	1.24766E+14	Community		아레나옴므플러스코리아?SOUTH KOREA
1216	Smule 	Smule	https://www.facebook.com/Smule/	10034582	31034669283	Community		Smule?GLOBAL
1217	안양에서 놀자 	안양에서 놀자	https://www.facebook.com/playanyang/	102242	5.40002E+14	Community		안양에서 놀자?SOUTH KOREA
1218	Goddess of Wedding 	Goddess of Wedding	https://www.facebook.com/weddinggoddess/	99902	1.41711E+15	Community		Goddess of Wedding?GLOBAL
1219	방탄소년단 갤러리 어머 이건 봐야 돼 	방탄소년단 갤러리 어머 이건 봐야 돼	https://www.facebook.com/OMGxLOOK2/	114305	5.74864E+14	Community		방탄소년단 갤러리 어머 이건 봐야 돼?SOUTH KOREA
1220	아르테 	아르테	https://www.facebook.com/21arte/	95795	3.00701E+14	Community		아르테?SOUTH KOREA
1221	친구니까 	친구니까	https://www.facebook.com/ByungTaste/	106151	2.56456E+14	Community		친구니까?SOUTH KOREA
1222	청년정책 	청년정책	https://www.facebook.com/weayouth/	94328	8.87748E+14	Community		청년정책?SOUTH KOREA
1223	Design Sketching 	Design Sketching	https://www.facebook.com/designsketching/	1478273	1.10765E+14	Community		Design Sketching?GLOBAL
1224	강남맛집 	강남맛집	https://www.facebook.com/vegofa/	94246	9.71526E+14	Community		강남맛집?SOUTH KOREA
1225	Dreamspon 드림스폰 	Dreamspon 드림스폰	https://www.facebook.com/dreamspon/	89912	3.08631E+14	Community		Dreamspon 드림스폰?SOUTH KOREA
1226	조이뉴스24 - JoyNews24 	조이뉴스24 - JoyNews24	https://www.facebook.com/JoyNews.TV/	190293	2.67572E+14	Community		조이뉴스24 - JoyNews24?SOUTH KOREA
