	keyword	name	page_url	page_fan	page_id			
6207	Desiring God 	Desiring God	https://www.facebook.com/DesiringGod/	941146	7975984239	Society		??????????????????THAILAND
6208	TOEFL	TOEFL	https://www.facebook.com/TOEFL/	4502080	4.27467E+14	Society		PESO SENSE?PHILIPPINES
6209	복기왕	복기왕	https://www.facebook.com/vsbok/	6939	1.67132E+14	Society		KAIST?SOUTH KOREA
6210	"U.S. Embassy, Nepal, "	"U.S. Embassy, Nepal"	https://www.facebook.com/nepal.usembassy/	2078274	1.08561E+14	Society		Desiring God?UNITED STATES
6211	유한대학교	유한대학교	https://www.facebook.com/yuhancollege/	6615	1.63269E+14	Society		TOEFL?GLOBAL
6212	SERIWorld	ROYAL BABY WORLD	https://www.facebook.com/royalbabyworld/	39120	6.5955E+14	Society		복기왕?SOUTH KOREA
6213	Specialty Coffee Association	Specialty Coffee Association	https://www.facebook.com/SpecialtyCoffeeAssociation/	153320	1.22597E+11	Society		"U.S. Embassy, Nepal?NEPAL, UNITED STATES"
6214	Stanford University 	Stanford University	https://www.facebook.com/stanford/	1234487	6192688417	Society		유한대학교?SOUTH KOREA
6215	최문순 (페이스북 공식 페이지)	최문순 (페이스북 공식 페이지)	https://www.facebook.com/moonsooncne/	6638	1.05732E+14	Society		SERIWorld?GLOBAL
6216	World Korea Group TURKEY	NA	NA	NA	NA	Society		Specialty Coffee Association?GLOBAL
6217	김철민	김철민	https://www.facebook.com/kcm8764/	6649	7.27022E+14	Society		Stanford University?UNITED STATES
6218	KTO  	Ktown4u.com	https://www.facebook.com/Ktown4u/	341168	5.39414E+14	Society		최문순 (페이스북 공식 페이지)?SOUTH KOREA
6219	Lumosity 	Lumosity	https://www.facebook.com/Lumosity/	2471021	12490127388	Society		World Korea Group?TURKEY
6220	수원여자대학교	수원여자대학교	https://www.facebook.com/1969swc/	6627	1.31402E+14	Society		김철민?SOUTH KOREA
6221	"U.S. Embassy Rangoon, "	U.S. Embassy Rangoon	https://www.facebook.com/usembassy.rangoon/	1339338	1.22394E+14	Society		KTO Thailand?THAILAND
6222	Khan Academy 	Khan Academy	https://www.facebook.com/khanacademy/	1368187	1.59403E+11	Society		Lumosity?UNITED STATES
6223	국제대학교	국제대학교	https://www.facebook.com/kookje/	6636	3.299E+14	Society		수원여자대학교?SOUTH KOREA
6224	Jungwon University	Jungwon University	https://www.facebook.com/Jungwonuniv/	6548	3.73132E+14	Society		"U.S. Embassy Rangoon?MYANMAR, UNITED STATES"
6225	TEDxSinchon	TEDxSinchon	https://www.facebook.com/TEDxSinchon/	7061	1.31629E+14	Society		Khan Academy?UNITED STATES
6226	TEDxSeoul	TEDxSeoul	https://www.facebook.com/TEDxSeoul/	7297	99512797330	Society		국제대학교?SOUTH KOREA
6227	Ti?ng Anh l? chuy?n nh? 	Ti?ng Anh l? chuy?n nh?	https://www.facebook.com/hoctienganhonlinelachuyennho/	2103563	1.06612E+14	Society		Jungwon University?SOUTH KOREA
6228	Duong Dara 	Duong Dara	https://www.facebook.com/duongdara/	301606	1.89947E+15	Society		TEDxSinchon?SOUTH KOREA
6229	Gangnam District Office	Gangnam District Office	https://www.facebook.com/gnfamily/	9688	2.55498E+14	Society		TEDxSeoul?SOUTH KOREA
6230	Massachusetts Institute of Technology (MIT) 	Massachusetts Institute of Technology (MIT)	https://www.facebook.com/MITnews/	1036150	1.26533E+14	Society		Ti?ng Anh l? chuy?n nh??VIETNAM
6231	Study in	Study in Germany ??????? ?? ???????	https://www.facebook.com/Hadatha.net/	1099383	1.33534E+14	Society		Duong Dara?CAMBODIA
6232	Maithripala Sirisena	Maithripala Sirisena	https://www.facebook.com/maithripalas/	1134612	3.65053E+11	Society		Gangnam District Office?SOUTH KOREA
6233	British Council Myanmar	British Council Myanmar	https://www.facebook.com/BritishCouncilMyanmar/	1896041	59261833855	Society		Massachusetts Institute of Technology (MIT)?UNITED STATES
6234	MIT Media Lab 	MIT Media Lab	https://www.facebook.com/mitmedialab/	228748	51320424738	Society		Study in New Zealand?NEW ZEALAND
6235	U.S. Department of Defense (DoD) 	U.S. Department of Defense (DoD)	https://www.facebook.com/DeptofDefense/	1576457	1.14649E+11	Society		Maithripala Sirisena?SRI LANKA
6236	상명대학교(SangMyung University)	상명대학교(SangMyung University)	https://www.facebook.com/상명대학교SangMyung-University-166257340093403/	7254	1.66257E+14	Society		British Council Myanmar?MYANMAR
6237	김문수	김문수	https://www.facebook.com/withkimmoonsoo/	6161	8.0507E+14	Society		MIT Media Lab?UNITED STATES
6238	Nguy?n T?n D?ng 	Nguy?n T?n D?ng	https://www.facebook.com/nguyentandungpage/	970516	1.40463E+14	Society		U.S. Department of Defense (DoD)?UNITED STATES
6239	????????????????????????????????	????????????????????????????????	https://www.facebook.com/Cincds/	2701232	5.26503E+14	Society		상명대학교(SangMyung University)?SOUTH KOREA
6240	Korea Foundation for Advanced Studies	Korea Foundation for Advanced Studies	https://www.facebook.com/kfasworld/	6378	5.12761E+14	Society		김문수?SOUTH KOREA
6241	경성대학교 Kyungsung University	경성대학교 Kyungsung University	https://www.facebook.com/KyungsungUni/	6050	1.47908E+15	Society		Nguy?n T?n D?ng?VIETNAM
6242	Yale University 	Yale University	https://www.facebook.com/YaleUniversity/	1301586	3.74809E+11	Society		?????????????????????????????????MYANMAR
6243	C?ng Con 	C?ng Con	https://www.facebook.com/cungcon.vn/	751545	8.77925E+14	Society		Korea Foundation for Advanced Studies?SOUTH KOREA
6244	U.S. Marine Corps 	U.S. Marine Corps	https://www.facebook.com/marines/	3325964	3.23773E+11	Society		경성대학교 Kyungsung University?SOUTH KOREA
6245	Ганбаатар Сайнх??	Ганбаатар Сайнх??	https://www.facebook.com/ganbaatar.sainkhuu/	138821	5.04618E+14	Society		Yale University?UNITED STATES
6246	Дагдангийн Анхбаяр	Дагдангийн Анхбаяр	https://www.facebook.com/AnkhbayarD/	191060	2.60792E+14	Society		C?ng Con?VIETNAM
6247	Alan Peter Cayetano	Alan Peter Cayetano	https://www.facebook.com/alanpetercayetano/	2359688	3.68499E+14	Society		U.S. Marine Corps?UNITED STATES
6248	"German Embassy Seoul, GERMANY"	NA	NA	NA	NA	Society		Ганбаатар Сайнх???MONGOLIA
6249	"농협(중앙회,농협은행,생명손해보험,농축협)"	"농협(중앙회,농협은행,생명손해보험,농축협)"	https://www.facebook.com/nacfkrse/	5525	3.01683E+14	Society		Дагдангийн Анхбаяр?MONGOLIA
6250	Korea Tourism Organization ()	Korea Tourism Organization - VisitKorea	https://www.facebook.com/koreatourism/	595232	3.40786E+11	Society		Alan Peter Cayetano?PHILIPPINES
6251	Korean Cultural Center Indonesia	Korean Cultural Center Indonesia	https://www.facebook.com/KCCIndonesia/	174050	1.99224E+14	Society		"German Embassy Seoul?SOUTH KOREA, GERMANY"
6252	Coursera 	Coursera	https://www.facebook.com/Coursera/	1145438	1.35578E+14	Society		"농협(중앙회,농협은행,생명손해보험,농축협)?SOUTH KOREA"
6253	Marine Corps Recruiting 	Marine Corps Recruiting	https://www.facebook.com/marinecorps/	4330203	21609611713	Society		Korea Tourism Organization (Singapore)?SOUTH KOREA
6254	아이챌린지 (i-Challenge)	아이챌린지 (i-Challenge)	https://www.facebook.com/educhallenge/	5454	1.41481E+14	Society		Korean Cultural Center Indonesia?INDONESIA
6255	UPFA - A Brighter Future	UPFA - A Brighter Future	https://www.facebook.com/slupfa/	570404	3.10211E+11	Society		Coursera?UNITED STATES
6256	Anura Kumara Dissanayake	Anura Kumara Dissanayake	https://www.facebook.com/anurakumara/	250941	2.67208E+14	Society		Marine Corps Recruiting?UNITED STATES
6257	Myanmar President Office	Myanmar President Office	https://www.facebook.com/myanmarpresidentoffice.gov.mm/	1432642	8.13477E+14	Society		아이챌린지 (i-Challenge)?SOUTH KOREA
6258	대구가톨릭대학교	대구가톨릭대학교 총학생회	https://www.facebook.com/31Your/	6524	1.92059E+14	Society		UPFA - A Brighter Future?SRI LANKA
6259	Khurelsukh Ukhnaa	Khurelsukh Ukhnaa	https://www.facebook.com/KhurelsukhUkhnaa/	115963	2.35961E+14	Society		Anura Kumara Dissanayake?SRI LANKA
6260	MOI Webportal Myanmar	MOI Webportal Myanmar	https://www.facebook.com/MOIWebportalMyanmar/	1309774	3.18455E+14	Society		Myanmar President Office?MYANMAR
6261	"ELS Educational Services, Inc. "	"ELS Educational Services, Inc."	https://www.facebook.com/els/	3068741	1.43069E+11	Society		대구가톨릭대학교?SOUTH KOREA
6262	Норовын Алтанхуяг	Норовын Алтанхуяг	https://www.facebook.com/altankhuyag.norov/	142511	2.27193E+14	Society		Khurelsukh Ukhnaa?MONGOLIA
6263	Bongbong Marcos	Bongbong Marcos	https://www.facebook.com/BongbongMarcos/	1857343	1.09925E+14	Society		MOI Webportal Myanmar?MYANMAR
6264	??????????????? ???????????? Ministry of Public Works and Transport - MPWT 	??????????????? ???????????? Ministry of Public Works and Transport - MPWT	https://www.facebook.com/mpwt.gov.kh/	778529	3.53419E+14	Society		"ELS Educational Services, Inc.?UNITED STATES"
6265	Susilo Bambang Yudhoyono	Susilo Bambang Yudhoyono	https://www.facebook.com/SBYudhoyono/	5942607	5.12463E+14	Society		Норовын Алтанхуяг?MONGOLIA
6266	????????????????? Ministry of Commerce 	????????????????? Ministry of Commerce	https://www.facebook.com/moc.gov.kh/	644745	6.89435E+14	Society		Bongbong Marcos?PHILIPPINES
6267	Talk Talk English Mongolia	Talk Talk English Mongolia	https://www.facebook.com/Talk-Talk-English-Mongolia-295415507196541/	202754	2.95416E+14	Society		??????????????? ???????????? Ministry of Public Works and Transport - MPWT?CAMBODIA
6268	UC Berkeley 	UC Berkeley	https://www.facebook.com/UCBerkeley/	461444	10111634660	Society		Susilo Bambang Yudhoyono?INDONESIA
6269	Compassion International	Compassion International	https://www.facebook.com/compassionintl/	432340	6231686654	Society		????????????????? Ministry of Commerce?CAMBODIA
6270	M? th?ng th?i 	M? Th?ng th?i	https://www.facebook.com/methongthai/	869561	1.57301E+14	Society		Talk Talk English Mongolia?MONGOLIA
6271	Sourn Serey Ratha 	Sourn Serey Ratha	https://www.facebook.com/Sourn.SereyRatha/	530633	2.6136E+14	Society		UC Berkeley?UNITED STATES
6272	Department of Tourism - Philippines	Department of Tourism - Philippines	https://www.facebook.com/DepartmentOfTourism/	262416	1.97186E+14	Society		Compassion International?GLOBAL
6273	Presidential Communications (Government of the Philippines)	Presidential Communications (Government of the Philippines)	https://www.facebook.com/presidentialcom/	1163340	1.54701E+14	Society		M? th?ng th?i?VIETNAM
6274	Young Buddhist Association	Young Buddhist Association	https://www.facebook.com/youngbuddhistassociation.mm/	817845	1.29054E+14	Society		Sourn Serey Ratha?CAMBODIA
6275	경남과학기술대학교	경남과학기술대학교	https://www.facebook.com/gntpr/	4672	1.57258E+14	Society		Department of Tourism - Philippines?PHILIPPINES
6276	EducationSansar	EducationSansar	https://www.facebook.com/EducationSansar/	527619	1.65869E+11	Society		Presidential Communications (Government of the Philippines)?PHILIPPINES
6277	New York University 	New York Film Academy	https://www.facebook.com/NewYorkFilmAcademy/	1269391	31948416593	Society		Young Buddhist Association?MYANMAR
6278	Imran Khan (official)	Imran Khan (official)	https://www.facebook.com/ImranKhanOfficial/	8007248	1.43463E+14	Society		경남과학기술대학교?SOUTH KOREA
6279	Jet - School of English	Jet - School of English	https://www.facebook.com/JetSchool/	155577	1.97113E+14	Society		EducationSansar?NEPAL
6280	Philippine Social Security System	Philippine Social Security System	https://www.facebook.com/SSSPh/	1572233	1.02761E+11	Society		New York University?UNITED STATES
6281	Myanmar State Counsellor Office	Myanmar State Counsellor Office	https://www.facebook.com/state.counsellor/	996635	7.92607E+14	Society		Imran Khan (official)?PAKISTAN
6282	SMEAG Global Education	SMEAG Global Education	https://www.facebook.com/SMEAGCEBU/	494340	2.20486E+14	Society		Jet - School of English?MONGOLIA
6283	Arrow English	Arrow English	https://www.facebook.com/ArrowEnglish/	4395	1.43242E+14	Society		Philippine Social Security System?PHILIPPINES
6284	Gotabaya Rajapaksa	Gotabaya Rajapaksa	https://www.facebook.com/gotabayar/	192594	4.37355E+14	Society		Myanmar State Counsellor Office?MYANMAR
6285	Khmer news 	Khmer News	https://www.facebook.com/khmernews.news/	993343	1.88571E+14	Society		SMEAG Global Education?PHILIPPINES
6286	World Bank Nepal	World Bank South Asia	https://www.facebook.com/WorldBankSouthAsia/	1626936	1.95637E+14	Society		Arrow English?SOUTH KOREA
6287	"Armed Police Force, Nepal"	"Armed Police Force, Nepal"	https://www.facebook.com/armedpoliceforce/	546596	4.19383E+14	Society		Gotabaya Rajapaksa?SRI LANKA
6288	edX	edX	https://www.facebook.com/edX/	1218528	1.43664E+14	Society		Khmer news?CAMBODIA
6289	International House of Prayer 	International House of Prayer	https://www.facebook.com/ihopkc/	1456981	49840698384	Society		World Bank Nepal?NEPAL
6290	국립중앙과학관	국립중앙과학관	https://www.facebook.com/nsmscience/	4146	1.59296E+14	Society		"Armed Police Force, Nepal?NEPAL"
6291	Senior General Min Aung Hlaing	Senior General Min Aung Hlaing	https://www.facebook.com/seniorgeneralminaunghlaing/	1303467	6.98628E+14	Society		edX?GLOBAL
6292	Harvard Business School 	Harvard Business School	https://www.facebook.com/HarvardBusinessSchool/	528107	66459568171	Society		International House of Prayer?UNITED STATES
6293	Htoo Foundation	Htoo Foundation	https://www.facebook.com/HtooFoundation/	788282	1.95014E+14	Society		국립중앙과학관?SOUTH KOREA
6294	Berklee College of Music 	Berklee College of Music	https://www.facebook.com/BerkleeCollege/	387933	28495301197	Society		Senior General Min Aung Hlaing?MYANMAR
6295	Basuki Tjahaja Purnama	Basuki Tjahaja Purnama	https://www.facebook.com/AhokBTP/	2481030	1.80433E+14	Society		Harvard Business School?UNITED STATES
6296	UNESCO	UNESCO	https://www.facebook.com/unesco/	587557	51626468389	Society		Htoo Foundation?MYANMAR
6297	European Union in  	European Union in Myanmar	https://www.facebook.com/EUinMyanmar/	107524	1.97051E+14	Society		Berklee College of Music?UNITED STATES
6298	Сундуйн Батболд	Сундуйн Батболд	https://www.facebook.com/Su.Batbold/	121895	5.61662E+14	Society		Basuki Tjahaja Purnama?INDONESIA
6299	NASA Goddard	NASA Goddard	https://www.facebook.com/NASAGoddard/	1162027	3.95014E+11	Society		UNESCO?GLOBAL
6300	UN Environment	UN Environment	https://www.facebook.com/UNEP/	592563	2.87683E+11	Society		European Union in Cambodia?CAMBODIA
6301	Parsons School of Design 	Parsons School of Design	https://www.facebook.com/parsonsthenewschool/	138438	1.30897E+11	Society		Сундуйн Батболд?MONGOLIA
6302	Жадамбын Энхбаяр	Жадамбын Энхбаяр	https://www.facebook.com/enkhbayar.jadambiin/	91473	3.63159E+14	Society		NASA Goddard?GLOBAL
6303	Sajith Premadasa	Sajith Premadasa	https://www.facebook.com/sajithpremadasa/	385348	1.94713E+11	Society		UN Environment?GLOBAL
6304	Ridwan Kamil	Ridwan Kamil	https://www.facebook.com/mochamadridwankamil/	3248647	1.63238E+14	Society		Parsons School of Design?UNITED STATES
6305	TESDA	TESDA	https://www.facebook.com/TESDAOfficial/	1718293	1.15976E+14	Society		Жадамбын Энхбаяр?MONGOLIA
6306	The One Club for Creativity 	The One Club for Creativity	https://www.facebook.com/TheOneClubforCreativity/	257923	7278494172	Society		Sajith Premadasa?SRI LANKA
6307	Unofficial: Gagan Thapa	Unofficial: Gagan Thapa	https://www.facebook.com/Unofficial-Gagan-Thapa-92064704663/	230078	92064704663	Society		Ridwan Kamil?INDONESIA
6308	"영어, 중국어 공부는 패스트원 Fast ONE"	"영어, 중국어 공부는 패스트원 Fast ONE"	https://www.facebook.com/fastcampusONE/	3752	1.03486E+15	Society		TESDA?PHILIPPINES
6309	Princeton University 	Princeton University	https://www.facebook.com/PrincetonU/	562319	18058830773	Society		The One Club for Creativity?UNITED STATES
6310	Ti?ng Anh giao ti?p Langmaster 	Ti?ng Anh giao ti?p Langmaster	https://www.facebook.com/Tienganhgiaotieplangmaster/	1360473	6.12637E+14	Society		Unofficial: Gagan Thapa?NEPAL
6311	Билиг дээд сургууль 2017	Билиг дээд сургууль 2017	https://www.facebook.com/sittgolr/	97418	7.9543E+14	Society		"영어, 중국어 공부는 패스트원 Fast ONE?SOUTH KOREA"
6312	Eland Welfare Foundation 이랜드 복지재단	Eland Welfare Foundation 이랜드 복지재단	https://www.facebook.com/elandwelfare/	3608	2.87315E+14	Society		Princeton University?UNITED STATES
6313	연세대학교 한국어학당 (Yonsei University KLI)	연세대학교 한국어학당 (Yonsei University KLI)	https://www.facebook.com/yskli/	11563	1.33423E+14	Society		Ti?ng Anh giao ti?p Langmaster?VIETNAM
6314	상명대학교 취업/진로지원팀	상명대학교 취업/진로지원팀	https://www.facebook.com/smujob/	3560	4.0259E+14	Society		Билиг дээд сургууль 2017?MONGOLIA
6315	M?o Nu?i Con 	M?o Nu?i Con	https://www.facebook.com/MeoNuoiCon/	555736	5.77436E+14	Society		Eland Welfare Foundation 이랜드 복지재단?SOUTH KOREA
6316	Partai Gerakan Indonesia Raya (Gerindra)	Partai Gerakan Indonesia Raya (Gerindra)	https://www.facebook.com/gerindra/	3637188	2.56838E+14	Society		연세대학교 한국어학당 (Yonsei University KLI)?SOUTH KOREA
6317	"주한캐나다대사관, SOUTH KOREA"	주한 캐나다 대사관	https://www.facebook.com/pages/%EC%A3%BC%ED%95%9C-%EC%BA%90%EB%82%98%EB%8B%A4-%EB%8C%80%EC%82%AC%EA%B4%80/410146819052799	157	4.10147E+14	Society		상명대학교 취업/진로지원팀?SOUTH KOREA
6318	Central Intelligence Agency (CIA) 	Central Intelligence Agency	https://www.facebook.com/pages/Central-Intelligence-Agency/104010799635918	124659	1.04011E+14	Society		M?o Nu?i Con?VIETNAM
6319	Gagan Thapa	Unofficial: Gagan Thapa	https://www.facebook.com/Unofficial-Gagan-Thapa-92064704663/	230078	92064704663	Society		Partai Gerakan Indonesia Raya (Gerindra)?INDONESIA
6320	n Center for Human Rights l ???????????????????????????? 	NA	NA	NA	NA	Society		"주한캐나다대사관?CANADA, SOUTH KOREA"
6321	United Nations News	United Nations News	https://www.facebook.com/UN.News.Centre/	464894	1.12236E+11	Society		Central Intelligence Agency (CIA)?UNITED STATES
6322	Humble Bundle	Humble Bundle	https://www.facebook.com/humblebundle/	725183	1.62316E+14	Society		Gagan Thapa?NEPAL
6323	Kathmandu Infosys	Kathmandu Infosys	https://www.facebook.com/kiecpage/	597373	1.4241E+14	Society		Cambodian Center for Human Rights l ?????????????????????????????CAMBODIA
6324	Suthep Thaugsuban (????? ???????????) 	Suthep Thaugsuban (????? ???????????)	https://www.facebook.com/suthep.fb/	2801079	2.09372E+14	Society		United Nations News?GLOBAL
6325	U.S. Army Future Soldier Center 	U.S. Army Future Soldier Center	https://www.facebook.com/ArmyFutureSoldierCenter/	958285	2.92094E+11	Society		Humble Bundle?GLOBAL
6326	Wimal weerawansa	Wimal weerawansa	https://www.facebook.com/WimalWeerawansa.sl/	194495	5.74748E+14	Society		Kathmandu Infosys?NEPAL
6327	Uyanga Gantumur	Uyanga Gantumur	https://www.facebook.com/UyangaG75/	58501	5.42738E+14	Society		Suthep Thaugsuban (????? ???????????)?THAILAND
6328	Sujeewa Senasinghe	Sujeewa Senasinghe	https://www.facebook.com/SujeewaSenasingheOfficial/	344244	2.58317E+14	Society		U.S. Army Future Soldier Center?UNITED STATES
6329	Abhisit Vejjajiva 	Abhisit Vejjajiva	https://www.facebook.com/Abhisit.M.Vejjajiva/	2314214	17171146143	Society		Wimal weerawansa?SRI LANKA
6330	학벌없는사회를 위한 광주시민모임	학벌없는사회를 위한 광주시민모임	https://www.facebook.com/antihakbul/	3225	3.69779E+14	Society		Uyanga Gantumur?MONGOLIA
6331	디지털마케팅서밋	디지털마케팅서밋	https://www.facebook.com/digital.marketing.summit.seoul/	3262	4.95507E+14	Society		Sujeewa Senasinghe?SRI LANKA
6332	"PEBA, Inc."	"PEBA, Inc."	https://www.facebook.com/PEBAWARDS/	705401	1.34794E+11	Society		Abhisit Vejjajiva?THAILAND
6333	Рэгзэнгийн Шинэгэрэл	Рэгзэнгийн Шинэгэрэл	https://www.facebook.com/rshinegerel/	89402	3.51255E+14	Society		학벌없는사회를 위한 광주시민모임?SOUTH KOREA
6334	Tuyensinh247.com - H?c tr?c tuy?n 	Tuyensinh247.com - H?c tr?c tuy?n	https://www.facebook.com/luyenthi.tuyensinh247/	1360098	5.49439E+14	Society		디지털마케팅서밋?SOUTH KOREA
6335	The Official GMAT Exam	The Official GMAT Exam	https://www.facebook.com/OfficialGMAT/	660118	1.14249E+14	Society		"PEBA, Inc.?PHILIPPINES"
6336	ASEAN	ASEAN	https://www.facebook.com/aseansecretariat/	648263	52094913853	Society		Рэгзэнгийн Шинэгэрэл?MONGOLIA
6337	Ranil Wickremesinghe	Ranil Wickremesinghe	https://www.facebook.com/ranil.wickremesinghe.leader/	495735	5.23651E+14	Society		Tuyensinh247.com - H?c tr?c tuy?n?VIETNAM
6338	"Embassy of Denmark in Korea DENMARK, SOUTH KOREA"	Embassy of Denmark in Korea	https://www.facebook.com/ambseoul/	5152	1.93341E+14	Society		The Official GMAT Exam?GLOBAL
6339	U.S. Air Force Recruiting 	U.S. Air Force Recruiting	https://www.facebook.com/USAirForceRecruiting/	992826	1.63908E+14	Society		ASEAN?INDONESIA
6340	Pakistan Tehreek-e-Insaf	Pakistan Tehreek-e-Insaf	https://www.facebook.com/PTIOfficial/	5696296	1.51627E+11	Society		Ranil Wickremesinghe?SRI LANKA
6341	World Vision USA 	World Vision USA	https://www.facebook.com/worldvision/	1199315	1.0897E+11	Society		"Embassy of Denmark in Korea?DENMARK, SOUTH KOREA"
6342	Cornell University 	Cornell University	https://www.facebook.com/Cornell/	373637	8570160131	Society		U.S. Air Force Recruiting?UNITED STATES
6343	Rajitha Senaratne	Rajitha Senaratne	https://www.facebook.com/Dr.RajithaSenaratne/	312676	2.95625E+11	Society		Pakistan Tehreek-e-Insaf?PAKISTAN
6344	PMO India INDIA	PMO India	https://www.facebook.com/PMOIndia/	13754072	4.78216E+14	Society		World Vision USA?UNITED STATES
6345	U.S. Senator Elizabeth Warren 	U.S. Senator Elizabeth Warren	https://www.facebook.com/senatorelizabethwarren/	3417270	1.31559E+14	Society		Cornell University?UNITED STATES
6346	Баянжаргал Цогтгэрэл Bayanjargal Tsogtgerel	Баянжаргал Цогтгэрэл Bayanjargal Tsogtgerel	https://www.facebook.com/Bayanjargal.Tsogtgerel/	77424	1.01097E+15	Society		Rajitha Senaratne?SRI LANKA
6347	????????????????????? 	??????????????????????	https://www.facebook.com/ccvhotnews/	274039	5.07088E+14	Society		PMO India?INDIA
6348	theAsianparent  	theAsianparent Thailand	https://www.facebook.com/theAsianparentTH/	1062251	5.2379E+14	Society		U.S. Senator Elizabeth Warren?UNITED STATES
6349	Udaya Prabhath Gammanpila	Udaya Prabhath Gammanpila	https://www.facebook.com/UdayaGammanpilaFanPage/	335014	56427674252	Society		Баянжаргал Цогтгэрэл Bayanjargal Tsogtgerel?MONGOLIA
6350	Mitt Romney 	Mitt Romney	https://www.facebook.com/mittromney/	10211082	21392801120	Society		??????????????????????CAMBODIA
6351	Madam President 	Madam President	https://www.facebook.com/MadamPresidentProject/	2290694	3.80517E+14	Society		theAsianparent Thailand?THAILAND
6352	KT&G 상상univ. 충남_대전	KTM India	https://www.facebook.com/indiaktm/	1786724	2.08399E+14	Society		Udaya Prabhath Gammanpila?SRI LANKA
6353	Lee Hsien Loong 	Lee Hsien Loong	https://www.facebook.com/leehsienloong/	1190442	1.25846E+14	Society		Mitt Romney?UNITED STATES
6354	Buddhika Pathirana	Buddhika Pathirana	https://www.facebook.com/Buddhikapathirana.mp/	260873	1.71878E+11	Society		Madam President?UNITED STATES
6355	UCLA 	UCLA	https://www.facebook.com/uclabruins/	458094	11360325957	Society		KT&G 상상univ. 충남_대전?SOUTH KOREA
6356	Barrister Andaleeve Rahman	Barrister Andaleeve Rahman	https://www.facebook.com/Andaleeve.Rahman/	1944557	51540862006	Society		Lee Hsien Loong?SINGAPORE
6357	Robert Reich 	Robert Reich	https://www.facebook.com/RBReich/	2328747	1.42474E+14	Society		Buddhika Pathirana?SRI LANKA
6358	MIT OpenCourseWare	MIT OpenCourseWare	https://www.facebook.com/MITOCW/	469878	64897566856	Society		UCLA?UNITED STATES
6359	기후변화센터(Climate Change Center)	기후변화센터(Climate Change Center)	https://www.facebook.com/KRCCC2050/	3149	1.8906E+14	Society		Barrister Andaleeve Rahman?BANGLADESH
6360	Zorig Foundation	Zorig Foundation	https://www.facebook.com/zorigfoundation/	100187	1.67589E+14	Society		Robert Reich?UNITED STATES
6361	Rabindra Adhikari	Rabindra Adhikari	https://www.facebook.com/Rabindra.Adhikari.UML/	188006	1.58806E+14	Society		MIT OpenCourseWare?GLOBAL
6362	Brathefly	Brathefly	https://www.facebook.com/BraTheFly/	454737	2.73669E+14	Society		기후변화센터(Climate Change Center)?GLOBAL
6363	특허청 디자인맵	특허청 디자인맵	https://www.facebook.com/kipoDesignmap/	2999	2.11753E+14	Society		Zorig Foundation?MONGOLIA
6364	Humane Society International	Humane Society International	https://www.facebook.com/hsiglobal/	1074437	19746387261	Society		Rabindra Adhikari?NEPAL
6365	AECC Global	AECC Global	https://www.facebook.com/AECCGlobal/	652440	2.66318E+14	Society		Brathefly?POLAND
6366	Study Queensland	Study Brisbane	https://www.facebook.com/StudyBrisbane/	160542	1.06191E+11	Society		특허청 디자인맵?SOUTH KOREA
6367	EF English Live	EF English Live Brasil	https://www.facebook.com/EFEnglishLiveBrasil/	1064076	1.08331E+14	Society		Humane Society International?GLOBAL
6368	Stanford Graduate School of Business 	Stanford Graduate School of Business	https://www.facebook.com/StanfordGSB/	343267	2.08357E+14	Society		AECC Global?AUSTRALIA
6369	KT&G 상상univ.부산	KTM India	https://www.facebook.com/indiaktm/	1786724	2.08399E+14	Society		Study Queensland?AUSTRALIA
6370	CFA Institute	CFA Institute	https://www.facebook.com/CFAInstitute/	462796	3.87464E+11	Society		EF English Live?GLOBAL
6371	??????? ?????????? 	??????? ??????????	https://www.facebook.com/ChuvitIamBack/	1097078	1.93319E+14	Society		Stanford Graduate School of Business?UNITED STATES
6372	"U.S. Embassy-Dhaka, "	U.S. Embassy-Dhaka	https://www.facebook.com/bangladesh.usembassy/	5143668	1.03157E+11	Society		KT&G 상상univ.부산?SOUTH KOREA
6373	한국it전문학교	한국it전문학교	https://www.facebook.com/koreaitbest/	2754	3.59451E+14	Society		CFA Institute?GLOBAL
6374	Patali Champika Ranawaka	Patali Champika Ranawaka	https://www.facebook.com/PataliChampika/	263248	1.43512E+15	Society		??????? ???????????THAILAND
6375	Baatarkhuu Tsend	Baatarkhuu Tsend	https://www.facebook.com/tsend.baatarkhuu/	99324	8.21667E+14	Society		"U.S. Embassy-Dhaka?BANGLADESH, UNITED STATES"
6376	Dost_pagasa	Dost_pagasa	https://www.facebook.com/PAGASA.DOST.GOV.PH/	2211018	3.02746E+14	Society		한국it전문학교?SOUTH KOREA
6377	Big Bang Philippines (BBPH/VIPPH)	Big Bang Philippines (BBPH/VIPPH)	https://www.facebook.com/bigbangph2/	287575	1.69131E+14	Society		Patali Champika Ranawaka?SRI LANKA
6378	NASA Jet Propulsion Laboratory 	NASA Jet Propulsion Laboratory	https://www.facebook.com/NASAJPL/	809766	8261258923	Society		Baatarkhuu Tsend?MONGOLIA
6379	Elizabeth Warren 	U.S. Senator Elizabeth Warren	https://www.facebook.com/senatorelizabethwarren/	3417269	1.31559E+14	Society		Dost_pagasa?PHILIPPINES
6380	ILAC	I-Lace	https://www.facebook.com/ILaceofficial/	415730	3.77629E+14	Society		Big Bang Philippines (BBPH/VIPPH)?PHILIPPINES
