page_name,page_id,post_last,post_period
Vincom,157805327690704,2017-11-07,0.7916666666666666
UAEExchange Japan,772677296087014,2017-11-07,0.75
Inside Vancouver,62047166085,2017-11-06,0.25
Amazing Things In The World,338077742912613,2017-11-07,0.041666666666666664
Ho Chi Minh City,57074449170,2017-09-02,49.625
Alvin Ailey American Dance Theater,10764587274,2017-11-06,0.4583333333333333
I wish I was in Finland,110813028957081,2017-11-06,2.5416666666666665
MyanmarDaily.net,120021936131,2017-11-06,0.375
Cebu Pacific Air,465467673662342,2017-11-07,3.0416666666666665
Belo Medical Group Philippines,295351387239648,2017-10-30,1.0416666666666667
I Love Sri Lanka-Official,1743477572549882,2017-11-02,2.2916666666666665
ทำตาสองชั้น ความงาม หมอรวงข้าว Lovely Eye and Skin,546460158715778,2017-11-07,0.375
San Francisco 49ers,112852666874,2017-11-07,0.125
เสถียรธรรมสถาน Sathira Dhammasathan,174757338098,2017-11-07,0.3333333333333333
Masterpiece clinic by Dr.Sae,187216948084405,2017-11-07,0.16666666666666666
Đà Nẵng,477748185634360,2017-11-07,0.041666666666666664
I Love Philippines!!! (Green Mango),258727524181785,2017-06-09,2.5416666666666665
Visit The USA,58339527980,2017-10-31,9.583333333333334
Dedo de Moça,325508877541032,2017-11-06,1.4583333333333333
Musée d'Art moderne de la Ville de Paris,104220355682,2017-11-06,0.7916666666666666
Barbican Centre,37166654192,2017-11-06,0.25
Nürburgring,445535095453,2017-11-05,0.6666666666666666
LACMA Los Angeles County Museum of Art,34085286565,2017-11-07,0.2916666666666667
Goothai ท่องเที่ยวไทย  ไปทั่วโลก,437834932949850,2017-11-07,0.5833333333333334
One More Restaurant,145892782093702,2017-11-07,1.875
HIPKINGDOM,192181167957,2017-11-06,8.375
Visit Norway,271188948836,2017-11-03,1.3333333333333333
My Boracay Guide,63535052669,2017-11-07,0.75
Smithsonian Channel,74671163356,2017-11-07,0.25
"Bethel Church, Redding",156375031823,2017-11-07,0.875
Dia Art Foundation,45257084389,2017-11-06,1.875
잉글랜드관광청,633569949986727,2015-03-23,4.291666666666667
Visit Northern Norway,146712418090,2017-11-06,1.5833333333333333
YOGYAKARTA,87842287476,2017-11-07,0.16666666666666666
트릭아이뮤지엄,239799693136516,2017-11-07,2.4583333333333335
Aime Clinic,572236949479967,2017-11-07,0.3333333333333333
Hillsong Church NYC,155458561155815,2017-11-06,0.4166666666666667
"Nấm Việt Hà Thành - Cơm nấm, xôi nấm, lẩu nấm - 230 Lò Đúc & 6A Ô Chợ Dừa",352900788133682,2017-11-06,0.16666666666666666
Tukcom News : ตึกคอม,124427587587304,2017-11-07,0.625
Charles M. Schulz Museum,109410923053,2017-11-06,1.375
Resorts World at Sentosa,86862329689,2017-11-07,0.5
AEON MALL Long Bien,631204400334888,2017-11-07,0.5416666666666666
Tổng cục Du lịch Hàn Quốc tại Việt Nam - KTO,565634410128477,2017-11-07,1.0416666666666667
Carnegie Hall,17168992485,2017-11-07,0.4166666666666667
Visit Seattle,54362355842,2017-11-06,0.7083333333333334
Talktalkkorea,1759640007615465,2017-11-03,3.5
San Francisco Ballet,27923251292,2017-11-07,1.625
Kyoto Journal,161545430599787,2017-11-06,0.875
SPLASH ISLAND,112719145644,2017-11-07,0.5833333333333334
Terminal21 Asok Shopping Mall,295026228238,2017-11-07,0.375
Museum of Contemporary Art Chicago,43871522761,2017-11-06,0.9166666666666666
New Juulchin Tours,172278482817402,2017-11-05,1.3333333333333333
Bangaggun,1553474528205173,2014-10-10,0.9583333333333334
การท่องเที่ยวญี่ปุ่น - Visit Japan,147618875262202,2017-11-06,0.875
Museo Guggenheim Bilbao,57579540619,2017-11-06,0.625
Stil in Berlin,10500657213,2017-11-06,1.875
SLC Siam Laser Clinic,90182296639,2017-11-07,0.375
มีลูกยาก อยากมีลูก,154539657910162,2017-11-07,0.3333333333333333
Jazz at Lincoln Center,55123734674,2017-11-06,0.6666666666666666
"БНСУ-ын ""Good"" Нуруу нугас, үе мөчний мэргэшсэн эмнэлэг",1671747273069433,2017-08-27,15.0
Tod Gangnam Plastic Surgery Clinic,429673977129031,2017-11-06,0.8333333333333334
Love Story,156353134431457,2017-07-06,123.38888888888889
Potato Head Beach Club Bali,176866185656947,2017-11-07,0.9166666666666666
Community Voices from Facebook,390332947672289,2017-11-06,15.0
NYPL The New York Public Library,21557622350,2017-11-06,0.4166666666666667
National Portrait Gallery,213441154663,2017-11-06,0.5416666666666666
Dr.Tony Beauty expert,111866785557147,2017-11-06,1.75
The British Library,8579062138,2017-11-03,1.1666666666666667
Beautiful China,237069033163767,2017-10-11,7.375
Boston Celtics,8725012666,2017-11-07,0.125
Visit The USA,58339527980,2017-10-31,9.583333333333334
Brisbane City,117808644910885,2017-11-07,1.3333333333333333
Siam Paragon,137096719666941,2017-11-07,0.20833333333333334
Siêu Thị Điện Máy - Nội Thất Chợ Lớn,133085353369973,2017-11-07,0.20833333333333334
American Museum of Natural History,13259856990,2017-11-07,0.3333333333333333
Intermed Hospital Mongolia,584770721560268,2017-11-07,2.0
Shaukat Khanum Memorial Cancer Hospital and Research Centre,234494467028,2017-11-07,0.20833333333333334
Boracay Island,205053126194003,2017-11-07,0.875
SFMOMA San Francisco Museum of Modern Art,24939891816,2017-11-05,0.5
National Theatre,9212864972,2017-11-06,1.875
Mongoliа,478816142188093,2017-07-03,6.958333333333333
Ametise Clinic,285794014867613,2017-11-07,0.16666666666666666
Whistler Blackcomb,11092928401,2017-11-06,1.9583333333333333
Real Teeth Dental Clinic,183562971823644,2017-11-04,0.20833333333333334
Breezy Gangwon - 강원도,1495498237428701,2017-11-07,0.16666666666666666
Dog Lovers,41288731654,2017-11-07,0.08333333333333333
러브뮤지엄 Love Museum,583851078355067,2017-11-07,3.5
Yellowstone National Park,151418891540140,2017-11-06,0.7916666666666666
Bishrelt Department Store,711181418901530,2017-11-02,1.6666666666666667
Visit Kyoto,124856540900245,2017-11-07,2.5833333333333335
BB Clinic Official,116961381649671,2017-11-07,0.2916666666666667
VOA Indonesia,145990654824,2017-11-07,0.041666666666666664
vienna.info,115093618531885,2017-11-06,0.9583333333333334
Saturday Night Live,10714086302,2017-11-06,0.2916666666666667
The Library of Congress,90245883058,2017-11-06,0.3333333333333333
The mou coffee,456401027735672,2017-10-30,3.4583333333333335
Central Garden,703936766293484,2017-11-01,0.6666666666666666
EQIDO Clinic,560799473959991,2017-11-07,0.08333333333333333
Check in Danang,1211785358880889,2017-11-07,0.25
Mariinsky Theatre,96103870797,2017-11-07,0.5416666666666666
Fondation Cartier pour l'art contemporain,58664614190,2017-11-06,1.1666666666666667
SK Clinics,563991253657265,2017-11-07,0.20833333333333334
Scenic World Blue Mountains,148701775149340,2017-11-07,1.125
iCareer,480943201941421,2017-11-06,0.4166666666666667
"Maui, Hawaii",137534099621524,2017-11-06,1.0416666666666667
Opéra national de Paris,111926215487836,2017-11-06,1.0416666666666667
보셀르클리닉 대구점,770956612935619,2017-11-07,1.7083333333333333
"Cox's Bazar, Bangladesh. World's Longest Sea Beach.",25559670217,2016-10-18,36.541666666666664
泰國粉絲大本營 Thailandfans Forum,267309952320,2017-11-07,0.08333333333333333
Royal Albert Hall,36132613726,2017-11-02,3.5
Yangon Waterboom,928081247222101,2017-11-06,0.9166666666666666
Moo Beef Steak,117991124916292,2017-11-06,0.875
Manakamana Rocks,160801479737,2017-10-18,3.3333333333333335
日本自助旅遊中毒者,133251754149,2017-11-07,0.2916666666666667
Teatro alla Scala,18928728164,2017-11-06,0.5416666666666666
"The Standard, High Line",98007263384,2017-10-31,3.25
Văn Hóa Nhật Bản,147184828755251,2017-11-07,0.875
Chooks-to-Go Basketball,134406089942455,2017-11-06,0.375
BLEND 285,236928886345532,2017-11-04,3.2916666666666665
Musée Rodin,126901424030612,2017-11-06,1.4166666666666667
Korea Tourism Organization - VisitKorea,340785907491,2017-11-07,0.5833333333333334
노르웨이관광청  Korea,429882317127496,2017-11-02,3.7916666666666665
東京タワー　Tokyo Tower,262348270453358,2017-11-01,8.875
Laennec Mongolia,611190758945086,2017-11-06,5.208333333333333
"Fort Bragg, N.C.",153830241304751,2017-11-06,0.25
"Visit Yantai - Shandong, China",869028709799260,2017-11-02,7.833333333333333
City of Sydney,36002998891,2017-11-05,2.7083333333333335
Philadelphia Flyers,87169796810,2017-11-06,0.2916666666666667
Destination Gold Coast,166347923376082,2017-11-07,0.7083333333333334
Canada's Wonderland,95469803923,2017-11-06,0.625
"Paella de Kimchi: Blog de Corea, Japón y China",124605638219,2017-08-28,8.0
AEON RETAIL,1388835771424591,2017-10-28,4.416666666666667
World of Warcraft,117810281714432,2017-11-06,1.125
Pachem Dental Clinic,155066074525105,2017-11-07,1.5
日本旅遊活動  VISIT JAPAN NOW,169716046448243,2017-11-07,0.8333333333333334
I love Cebu,137282172104,2017-11-07,0.041666666666666664
SM Mall of Asia Official,126585560768227,2017-11-07,0.5
Club Cubic,123735017642689,2017-11-06,0.4166666666666667
Lahore lahore Ay - LLA,118843774907183,2017-11-05,1.75
Siam2nite,110704132279740,2017-11-07,0.16666666666666666
Evada Dental Clinic,736654146389761,2017-10-09,35.75
Grand Palais - RMN (Officiel),322506274462149,2017-11-06,1.0
china.com Myanmar,433845640106725,2017-11-06,0.5416666666666666
Informasi Malaysia Kini,178310945549622,2017-11-07,0.041666666666666664
VisitSweden,49607452291,2017-11-05,0.7083333333333334
Wuttisak สาขาสำนักงานใหญ่,167053716709322,2017-11-07,1.0
Welcome QATAR,550309875102761,2017-11-07,0.041666666666666664
Visit NSW,189418651096143,2017-11-07,0.75
ยันฮี โรงพยาบาลเพื่อสุขภาพและความงาม,276794092393050,2017-11-07,0.2916666666666667
Rijksmuseum,253769920176,2017-11-04,2.375
Nhà hàng Gạo,124299124435682,2017-11-06,2.4583333333333335
I know this great little place in London...,322599103833,2017-11-05,19.375
Dubai International,113620252043009,2017-11-05,1.7916666666666667
Chia sẻ kinh nghiệm du lịch Đà Nẵng,647113035388418,2017-11-07,0.08333333333333333
Yangon Life Myanmar,654951841264504,2017-11-07,0.3333333333333333
Vancouver Is Awesome,291140993113,2017-11-07,0.08333333333333333
Địa Chỉ Ăn Ngon Hà Nội,684083868305087,2017-11-07,0.4583333333333333
All About Psychology,105248482855471,2017-11-07,0.08333333333333333
Thẩm Mỹ Viện Đông Á,160104667517819,2017-11-07,0.25
Korea Tourism Organization Manila Office,387010184676944,2017-11-07,0.4583333333333333
Western Australia,126364227424588,2017-11-06,1.7916666666666667
Yexel's Toy Museum,220182878025289,2017-11-06,1.125
MACHANG,243267292421874,2017-11-06,1.1666666666666667
ศาลาแดง ซ.1 ทันตกรรม (SDC1st dentist),163197947037684,2017-11-02,5.625
Southbank Centre,23958741368,2017-11-06,0.4166666666666667
합스카치 - Hopscotch,137864669732094,2017-10-17,20.416666666666668
Beauty Start เอเจนซี่ศัลยกรรมเกาหลี,337241036360406,2016-10-31,5.291666666666667
Online Dhaka Guide,198984760186158,2017-11-07,0.125
Somerset House,8481421869,2017-11-06,0.4166666666666667
Love Cape Town,94778215578,2017-11-07,0.5
Museo Reina Sofía,66647307371,2017-11-06,0.25
Người Chí Linh,818508734849966,2017-11-07,0.20833333333333334
Đồ Du Lịch - Phượt Armyhaus,553362191377592,2017-11-07,0.25
MallWorldGame,230482390359493,2017-11-06,0.5
The Andy Warhol Museum,39891014863,2017-11-06,0.75
じゃらんnet,150554231642532,2017-11-07,0.3333333333333333
ღღ Per Sempre Tua ღღ,885657638130819,2017-11-07,0.16666666666666666
Marry You,111891118872003,NA,NA
Smile Gallery Dental Clinic,502599726435580,2017-11-06,1.1666666666666667
Chang International Circuit By Buriram United,509001619202089,2017-11-06,0.2916666666666667
Visit San Diego,48736638697,2017-11-04,1.0
SM City North Edsa,198076995260,2017-11-07,0.375
Park Café,142208919186261,2017-11-04,0.875
easy.lk,135897303285774,2017-11-02,1.5416666666666667
LA Phil,38227156609,2017-11-07,0.2916666666666667
Sunway Pyramid,36579378793,2017-11-07,0.7916666666666666
Wiener Staatsoper,88166200716,2017-11-03,0.7083333333333334
ONYX,164904991701,2017-11-05,0.625
Banff Sunshine Village,173626496022064,2017-11-06,0.25
Pace Gallery,109637742391107,2017-11-06,0.7083333333333334
San Francisco International Airport (SFO),110504348969090,2017-11-06,0.5833333333333334
Stedelijk,103829284658,2017-11-05,1.4583333333333333
Pete Tha Zouk,36805275663,2017-11-05,1.1666666666666667
Smithsonian's National Museum of Natural History,9974533229,2017-11-06,0.75
Vana Nava Hua Hin,493779724026723,2017-11-05,1.6666666666666667
Sio Sushi,168686473255563,2017-11-06,0.5833333333333334
I Love Melbourne,77191113932,2017-11-06,3.375
Arena di Verona,122773951086597,2017-11-03,3.375
Indonesia.Travel,67558139928,2017-11-07,0.8333333333333334
National Gallery of Victoria,177176991162,2017-11-06,0.4583333333333333
Quicentro Sur,163604283678781,2017-11-05,1.4166666666666667
AEON MALL Tan Phu Celadon,204411033069554,2017-11-07,0.625
Hello Qatar,971701792864479,2017-11-07,2.375
I Love Canada,144069358804,2012-03-20,2.0416666666666665
La Bestia Negra - 1900,323548984379144,2017-11-06,0.25
Bd's Mongolian Barbeque Restaurant,428443810547621,2017-11-07,1.0833333333333333
Walker Art Center,6265053179,2017-11-03,0.8333333333333334
Hakkasan Las Vegas Nightclub,265039860204891,2017-11-06,0.4583333333333333
The Gentle Barn,54967149038,2017-11-07,0.25
Salm Pub&Bar,629738537129847,2017-11-07,0.5416666666666666
British Museum,72228529722,2017-11-06,0.4166666666666667
Central Dalmatia,127432273943721,2017-11-06,1.2916666666666667
LEGOLAND California,143631389003522,2017-11-06,1.125
Jogjaku,79572061315,2017-11-06,1.625
Cove Manila,150479938723955,2017-11-03,3.3333333333333335
Bambi,110175879002375,2017-09-22,4.166666666666667
Zouk Club KL,20870926514,2017-11-07,0.7916666666666666
Thành Phố Cần Thơ: Năng Động và Phát Triển,658503570847426,2017-11-06,0.875
Six Flags Magic Mountain,67502107124,2017-11-03,7.291666666666667
Wildlife Reserves Singapore,174575967050,2017-11-06,1.0
GoGi House,553600018012159,2017-11-06,0.375
โรงพยาบาลกมล ศัลยกรรมตกแต่งและแปลงเพศ,480238052011118,2017-11-02,3.7916666666666665
Alinéa,265173246836117,2017-11-06,1.3333333333333333
khongkwanclinic,134798363205639,2017-11-07,0.5416666666666666
What's On Melbourne,325893956121,2017-11-06,0.3333333333333333
Ala Moana Center,162517884530,2017-11-07,0.4583333333333333
Mugaritz,115378517784,2017-11-04,2.3333333333333335
Modern Day Nomads,180668605333793,2017-11-04,1.4583333333333333
Wow Japan !! 玩日本 Club-Tourism Yokoso,120491671338348,2017-11-06,3.4583333333333335
Mövenpick Hotel Mactan Island Cebu,371909246230404,2017-11-07,0.75
Feel Fukuoka Japan,381748045319165,2017-11-07,0.7083333333333334
CJ Cheiljedang Center,197749803624676,NA,NA
Vincom Ice Rink,1398356803750802,2017-10-30,8.083333333333334
Shakespeare's Globe,23565920773,2017-11-04,0.9166666666666666
Beautiful Guangxi,508311242633317,2017-11-07,1.0
Tokyo Fan Club,350672714975764,2017-11-07,0.625
Pavilion KL,99525363439,2017-11-07,0.4583333333333333
60 Minutes,31543029394,2017-11-07,0.375
Spratly Islands: Kapuluan ng Kalayaan,188056911251362,2017-11-07,0.16666666666666666
Museum at FIT,39075508091,2017-11-06,0.5
Laos Pictures ຮູບພາບປະເທດລາວ,292685700828707,2017-11-07,1.9583333333333333
Destination British Columbia,67430677682,2017-11-06,0.9583333333333334
Texas HoldEm Poker,56531631380,2017-11-03,3.0
Teeraporn Clinic โดย คุณหมอชลธิศ,756268387832561,2017-11-06,1.0833333333333333
Shanghai Expat,126604127411375,2017-11-07,0.20833333333333334
INFORMATION NIGERIA,138759939821,2017-11-07,0.041666666666666664
Mad Max,210575762381286,2017-09-20,26.25
Your Travel - Myanmar,566905093347718,2017-11-02,8.0
Afisha.uz,114669758557853,2017-11-07,0.2916666666666667
Kansai International AirportーKIX  関西国際空港,216793798343922,2017-11-07,1.4166666666666667
Guizhou,826813347379455,2017-06-24,4.75
Nepal Tourism Board,288284067875172,2017-11-07,0.5416666666666666
台北當代藝術館 MOCA Taipei,185342243407,2017-11-06,0.625
"Union Square Acupuncture in San Francisco, CA",149702311761568,2017-10-06,12.791666666666666
Time Out Paris,167113240025188,2017-11-06,0.125
Cedar Point,10625691462,2017-11-03,1.25
The Courtauld Gallery,86240629660,2017-11-05,2.7083333333333335
Salewa,153693713493,2017-11-06,1.4583333333333333
Indus Valley School of Art and Architecture,17190407629,2017-10-30,3.25
Bangkok Farmers' Market,442413759141035,2017-11-05,0.75
Museum of Contemporary Art Australia,42320265665,2017-11-06,0.5
東京スカイツリー / Tokyo Skytree,149655571740038,2017-11-01,1.75
The John F. Kennedy Center for the Performing Arts,73250630864,2017-11-06,0.3333333333333333
Sentosa (Official),177616005620063,2017-11-07,0.7916666666666666
Dream World,1042603865760825,2017-11-07,0.041666666666666664
Sri Jayewardenepura General Hospital,532519283568622,2017-10-28,6.583333333333333
Wynn Las Vegas,167204015611,2017-11-06,0.9583333333333334
Beijing Tourism,442672999178128,2017-11-06,0.125
Ирээдүй эмнэлэг/ Ireedui emneleg/,562300310559817,2017-11-07,1.7916666666666667
Lahore - The City of Gardens,285689198213,2017-11-06,2.0
Philharmonie de Paris,119924208048281,2017-11-06,0.5833333333333334
Korea Tourism Organization (Singapore),125342290860134,2017-11-07,1.3333333333333333
Great Himalaya Trails - Nepal,144254972310168,2017-11-01,8.666666666666666
Kota Solo,38407709785,2017-11-06,0.4166666666666667
Хонгор Нутаг,410544472352648,2017-11-02,2.1666666666666665
Ramayana Water Park Thailand · สวนน้ำรามายณะ,737819946294228,2017-11-06,1.4583333333333333
Level Fitness,1618725785118741,2017-11-06,0.20833333333333334
All About Psychology,105248482855471,2017-11-07,0.08333333333333333
Интересная Москва,532883263410720,2017-11-07,0.125
Concrete,209881712366985,2017-10-16,2.5416666666666665
Strings live music Club,341861549189022,2017-09-29,25.208333333333332
Glacier National Park,74553624911,2017-11-03,1.2916666666666667
The Academy,83574526405,2017-11-06,1.4166666666666667
Waleerat Clinic,647729561912278,2017-11-07,0.125
香港海洋公園 Ocean Park Hong Kong,75415661389,2017-11-06,3.5833333333333335
Garuda Indonesia,303674433063966,2017-11-07,1.7083333333333333
Bệnh Viện Thẩm Mỹ Việt Mỹ,375600659208551,2017-11-06,5.458333333333333
Museo Nacional Thyssen-Bornemisza,58168632832,2017-11-06,0.9583333333333334
Make It Makati,178139428941222,2017-11-07,0.2916666666666667
Philadelphia -- visitphilly.com,104033199049,2017-11-07,0.5416666666666666
Enchanted Kingdom,152635924764682,2017-11-06,0.375
April Verdant Restaurant,116487028530443,2017-11-06,1.4166666666666667
Matcha - Japan Travel Web Magazine,1462015697360276,2017-11-07,0.16666666666666666
SM City Manila,131630643521656,2017-11-06,0.5416666666666666
Handpicked London,192069374156614,2017-11-07,0.16666666666666666
香港逗陣行,387589017947434,2017-11-06,1.2916666666666667
L'OCCITANE en Provence,544133542379814,2017-11-06,1.625
NT Live,107334993856,2017-11-05,2.4166666666666665
HarbourCity,99339583639,2017-11-06,0.5
Smithsonian National Museum of African American History and Culture,42825906989,2017-11-02,0.7083333333333334
Royal Shakespeare Company,56699238234,2017-11-06,0.4166666666666667
Kew Gardens,7574226993,2017-11-06,1.2083333333333333
Le Bon Marché Rive Gauche,120831304626571,2017-11-06,1.875
Marina Bay Sands,129522627076360,2017-11-06,0.7083333333333334
YKKO,185559194910308,2017-11-07,1.625
Humans of Pakistan,587679261321488,2017-11-06,0.75
Heart of the City,82785493253,2017-11-07,1.0
Des Hamara Pakistan,1596874997258783,2017-11-07,0.041666666666666664
We Love London,242631895769783,2017-09-22,31.333333333333332
Camino de Santiago Forum,118313324863,2017-11-07,0.125
Way Philippines,352155626910,2017-11-03,7.5
Royal Caravan Travel and Tour,605589682846410,2017-10-31,14.0
AGO - Art Gallery of Ontario,7834249143,2017-11-06,0.6666666666666666
Chinatown Yaowarach ไชน่าทาวน์ เยาวราช,433840503312403,2017-11-06,0.4583333333333333
Grand Teton National Park,130250293656242,2017-11-04,1.0
Future Park Society,152559298798,2017-11-07,0.25
George M. Steinbrenner Field,106843932005,2017-11-06,2.5833333333333335
Sovereign Hill,189456681080098,2017-11-06,1.7083333333333333
Seattle 360,71903521987,2017-11-05,1.0833333333333333
Taipei 101 Observatory,199601850157178,2017-10-30,2.4583333333333335
Het Concertgebouw Amsterdam,100598653367361,2017-11-06,1.75
Hamburger Bahnhof – Museum für Gegenwart – Berlin,132582375211,2017-11-02,2.3333333333333335
Oscillate Wildly,74770679636,2017-10-29,17.416666666666668
AllSchoolStuff,103374656424421,2017-11-07,1.7916666666666667
SM City Sta. Mesa,124046807615202,2017-11-07,0.5833333333333334
The Cosmopolitan of Las Vegas,135345496476561,2017-11-05,1.4583333333333333
Pike Place Market,86493431461,2017-11-06,1.125
BLUE NOTE TOKYO,220322551323207,2017-11-07,0.2916666666666667
MinuteClinic,94231766381,2017-11-06,12.666666666666666
Vikings SM Megamall,1482618331965187,2017-11-07,0.9583333333333334
Song Saa Collective,209409329127122,2017-11-07,1.4166666666666667
Phuket Wake Park,319204724844949,2017-11-06,0.7916666666666666
AEON MALL Binh Duong Canary,1529026467370493,2017-11-06,0.4583333333333333
gatewayklia2,170833103091496,2017-11-07,0.625
Visit Dublin,68655949045,2017-11-06,0.7916666666666666
Legazpi City,165069192339,2017-11-06,1.2916666666666667
Sydney Airport,296830467022294,2017-11-01,0.7083333333333334
Art in Paradise - Chiang Mai,634940169852161,2017-11-05,6.791666666666667
Fujifilm India,167562239979664,2017-11-07,0.7916666666666666
ท่องเที่ยวสะดุดตา Sadoodta,161390887288150,2017-11-06,1.9166666666666667
Kongju Skin,1717886678529779,2017-11-07,0.2916666666666667
"South Bank, Brisbane",105027582895200,2017-11-07,0.75
Atom Clinic,166977343458440,2017-11-07,1.0833333333333333
Arches National Park,192665607425394,2017-11-06,2.125
Asian Art Museum,123624310005,2017-11-02,1.4583333333333333
SPY Club Thailand,264672071178,2017-11-03,3.1666666666666665
Siamparkcity สวนสยามทะเล-กรุงเทพฯ,146973855340567,2017-11-07,0.16666666666666666
Busch Gardens Tampa Bay,68181225238,2017-11-06,1.0833333333333333
Sadler's Wells,29740579211,2017-11-06,0.5833333333333334
Lincoln Center Theater,71026055023,2017-11-06,3.9166666666666665
K11 - Kommissare im Einsatz,162892430425579,2017-11-06,0.5
Dazzling Cafe ☆honey toast 蜜糖土司專賣店☆,261957262201,2017-11-04,1.9166666666666667
Mammoth Mountain,94078717394,2017-11-06,0.75
City of Perth,109067629174697,2017-11-06,0.25
Art Gallery of New South Wales,25274327104,2017-11-07,0.5
Elbphilharmonie Hamburg,1087457797963695,2017-11-06,0.4166666666666667
Disney International Programs,181239465271918,2017-11-05,1.625
Bangkok clinic Central Festival Chiangmai,1664758350455046,2017-11-01,2.0
Jamie Oliver's Fifteen,15447317774,2017-09-28,3.3333333333333335
Dogfish Head,19377487015,2017-11-06,0.5833333333333334
T in the Park,9370464967,2016-12-20,5.416666666666667
National Baseball Hall of Fame and Museum,58620617203,2017-11-07,0.20833333333333334
The Grove,23581133517,2017-11-06,0.9583333333333334
SM City Pampanga (official),154958331209511,2017-11-07,0.375
Be Vancouver,465293053543514,2017-11-07,0.16666666666666666
Coisas do Japão,442981069072221,2017-11-07,0.16666666666666666
Suzuka Circuit,178949965477429,2017-11-06,0.25
Only In Ohio,302084329960139,2017-11-07,0.5
Explore the Beauty of Pakistan,118828831495943,2017-11-06,0.2916666666666667
Gewandhausorchester,431791780470,2017-11-07,0.875
SinCity The Nightclub Gold Coast,102003506506929,2017-11-07,0.625
Louisiana Museum of Modern Art,79404958925,2017-11-06,1.1666666666666667
Vita Longa Clinic,146013445596466,2017-11-07,0.16666666666666666
SpotlightManila,128752563825596,2017-11-06,0.25
The Wallace Collection,62009826864,2017-11-06,0.3333333333333333
Thẩm Mỹ Thu Cúc,239964149501729,2017-11-06,0.3333333333333333
Visit California,164977296972,2017-11-06,0.375
Seattle Art Museum,22964827726,2017-11-07,0.5416666666666666
Only In Ohio,302084329960139,2017-11-07,0.5
VisitSingapore,246423888831922,2017-11-06,1.875
Laemchabang Port,543473365715520,2017-09-30,0.16666666666666666
SM City Taytay,234620120104,2017-11-07,0.2916666666666667
เที่ยวญี่ปุ่นดอทคอม,580667262006261,2017-11-07,0.25
Chill Skybar,289347567760182,2017-11-06,0.625
The Philippines Tourism Board,176907005822735,2017-11-06,3.5
台北旅遊網,117197561638092,2017-11-07,0.4166666666666667
Naga Smiles to the World,122597411124352,2017-11-07,0.20833333333333334
Fundació Mies van der Rohe,193253236405,2017-11-06,0.8333333333333334
Hollywood Bowl,51777097384,2017-11-06,0.4166666666666667
Fashion Island Shopping Mall,206878202671862,2017-11-07,0.4583333333333333
Seasons Bakery & Cafe Myanmar,352907384815452,2017-11-06,2.0416666666666665
SURABAYA,45793333774,2016-07-13,33.5
"George Town, Penang",35880687452,2017-11-07,1.9583333333333333
Zermatt Matterhorn,344825275604,2017-11-07,0.75
ION Orchard,18883757187,2017-11-07,1.3333333333333333
Lovin Dublin,113566062003506,2017-11-07,0.041666666666666664
Pinoy Confessions,498238180246856,2017-11-07,0.041666666666666664
Northern Areas of Pakistan,225408281982,2017-11-07,0.08333333333333333
Knott's Berry Farm,10286130875,2017-11-07,0.875
Yale University Art Gallery,7790667828,2017-11-03,1.75
Beers London,180133682177391,2017-11-04,0.7916666666666666
PMQ 元創方,227749734003722,2017-11-07,0.7083333333333334
Terminal21 Korat Shopping Mall,450865175094827,2017-11-07,0.16666666666666666
Ayala Malls,338280938480,2017-11-06,0.4583333333333333
George W. Bush Presidential Center,142236929154222,2017-11-06,1.125
SM Dasmarinas,167476606611156,2017-11-06,0.5416666666666666
Aeroporto Internazionale di Napoli,1431577310457262,2017-11-03,1.5833333333333333
LEGOLAND California,143631389003522,2017-11-06,1.125
Visit Colorado,121434489183,2017-11-06,1.0
BUFF-design lab & cafe,171815649645521,2014-05-23,12.916666666666666
ZEN Megastore,188131046588,2017-11-07,0.3333333333333333
Hidden Los Angeles,112328562792,2017-11-07,0.25
Chenson Bolsas - Brasil,681364681938747,2017-11-06,1.125
WATERBOM BALI,186346945206,2017-11-04,1.5833333333333333
Dubai International,113620252043009,2017-11-05,1.7916666666666667
Sequoia and Kings Canyon National Parks,145808212106571,2017-11-05,1.0833333333333333
Megabangna Shoppingcenter,859227644127580,2017-11-07,0.9166666666666666
Musée du quai Branly - Jacques Chirac,54573541567,2017-11-07,1.4166666666666667
de Young Museum,56966946929,2017-11-04,1.2916666666666667
Planned Parenthood Action,8934429638,2017-11-07,0.3333333333333333
YoYoChengdu,610324208992412,2017-11-07,2.3333333333333335
WOW,827940573977259,2017-11-07,0.5
Bonifacio High Street,10150096624695486,2017-11-07,0.5
"Visit Jamaica, Canada",135410866581845,2017-11-06,3.5833333333333335
Crown Melbourne,232131493490777,2017-11-02,3.75
The t-Lounge by Dilmah,155803227939053,2017-11-06,0.875
La Triennale di Milano,36056024151,2017-11-06,0.5833333333333334
Virginia is for Lovers,30230317171,2017-11-06,0.4166666666666667
Enya Mareine Wedding Gallery,118730071509855,2017-11-06,1.25
Billy Graham Library,103410159695690,2017-11-06,1.1666666666666667
Jim Thompson Farm,143903019037233,2017-11-07,13.875
Баянхонгор аймаг Baynkhongor aimag,1522058384696053,2017-11-07,0.25
Pretty Women Bar,544986478858415,2017-06-03,47.375
Sri Lanka in My Eyes,1574210259491738,2017-11-05,0.7916666666666666
SM City San Lazaro,127636693934083,2017-11-06,0.2916666666666667
ArtScience Museum,156726297714355,2017-11-07,0.6666666666666666
Bicester Village,82608415979,2017-11-06,0.7083333333333334
